Lettera;Codice Ateco 2007;Descrizione
C;172200;Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa
C;1723;Fabbricazione di prodotti cartotecnici
C;17230;Fabbricazione di prodotti cartotecnici
C;172301;Fabbricazione di prodotti cartotecnici scolastici e commerciali quando l'attività di stampa non è la principale caratteristica
C;172309;Fabbricazione di altri prodotti cartotecnici
C;1724;Fabbricazione di carta da parati
C;17240;Fabbricazione di carta da parati
C;172400;Fabbricazione di carta da parati
C;1729;Fabbricazione di altri articoli di carta e cartone
C;17290;Fabbricazione di altri articoli di carta e cartone
C;172900;Fabbricazione di altri articoli di carta e cartone
C;18;STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI
C;181;STAMPA E SERVIZI CONNESSI ALLA STAMPA
C;1811;Stampa di giornali
C;18110;Stampa di giornali
C;181100;Stampa di giornali
C;1812;Altra stampa
C;18120;Altra stampa
C;181200;Altra stampa
C;1813;Lavorazioni preliminari alla stampa e ai media
C;18130;Lavorazioni preliminari alla stampa e ai media
C;181300;Lavorazioni preliminari alla stampa e ai media
C;1814;Legatoria e servizi connessi
C;18140;Legatoria e servizi connessi
C;181400;Legatoria e servizi connessi
C;182;RIPRODUZIONE DI SUPPORTI REGISTRATI
C;1820;Riproduzione di supporti registrati
C;18200;Riproduzione di supporti registrati
C;182000;Riproduzione di supporti registrati
C;19;FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO
C;191;FABBRICAZIONE DI PRODOTTI DI COKERIA
C;1910;Fabbricazione di prodotti di cokeria
C;19100;Fabbricazione di prodotti di cokeria
C;191001;Fabbricazione di pece e coke di pece
C;191009;Fabbricazione di altri prodotti di cokeria
C;192;FABBRICAZIONE DI PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO
C;1920;Fabbricazione di prodotti derivanti dalla raffinazione del petrolio
C;19201;Raffinerie di petrolio
C;192010;Raffinerie di petrolio
C;19202;Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica)
C;192020;Preparazione o miscelazione di derivati del petrolio (esclusa la petrolchimica)
C;19203;Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento
C;192030;Miscelazione di gas petroliferi liquefatti (GPL) e loro imbottigliamento
C;19204;Fabbricazione di emulsioni di bitume, di catrame e di leganti per uso stradale
C;192040;Fabbricazione di emulsioni di bitume, di catrame e di leganti per uso stradale
C;19209;Fabbricazione di altri prodotti petroliferi raffinati
C;192090;Fabbricazione di altri prodotti petroliferi raffinati
C;20;FABBRICAZIONE DI PRODOTTI CHIMICI
C;201;FABBRICAZIONE DI PRODOTTI CHIMICI DI BASE, DI FERTILIZZANTI E COMPOSTI AZOTATI, DI MATERIE PLASTICHE E GOMMA SINTETICA IN FORME PRIMARIE
C;2011;Fabbricazione di gas industriali
C;20110;Fabbricazione di gas industriali
C;201100;Fabbricazione di gas industriali
C;2012;Fabbricazione di coloranti e pigmenti
C;20120;Fabbricazione di coloranti e pigmenti
C;201200;Fabbricazione di coloranti e pigmenti
C;2013;Fabbricazione di altri prodotti chimici di base inorganici
C;20130;Fabbricazione di altri prodotti chimici di base inorganici
C;201301;Fabbricazione di uranio e torio arricchito
C;201309;Fabbricazione di altri prodotti chimici di base inorganici
C;2014;Fabbricazione di altri prodotti chimici di base organici
C;20140;Fabbricazione di altri prodotti chimici di base organici
C;201401;Fabbricazione di alcol etilico da materiali fermentati
C;201409;Fabbricazione di altri prodotti chimici di base organici nca
C;2015;Fabbricazione di fertilizzanti e composti azotati
C;20150;Fabbricazione di fertilizzanti e composti azotati (esclusa la fabbricazione di compost)
C;201500;Fabbricazione di fertilizzanti e composti azotati (esclusa la fabbricazione di compost)
C;2016;Fabbricazione di materie plastiche in forme primarie
C;20160;Fabbricazione di materie plastiche in forme primarie
C;201600;Fabbricazione di materie plastiche in forme primarie
C;2017;Fabbricazione di gomma sintetica in forme primarie
C;20170;Fabbricazione di gomma sintetica in forme primarie
C;201700;Fabbricazione di gomma sintetica in forme primarie
C;202;FABBRICAZIONE DI AGROFARMACI E DI ALTRI PRODOTTI CHIMICI PER L'AGRICOLTURA
C;2020;Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura
C;20200;Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura (esclusi i concimi)
C;202000;Fabbricazione di agrofarmaci e di altri prodotti chimici per l'agricoltura (esclusi i concimi)
C;203;FABBRICAZIONE DI PITTURE, VERNICI E SMALTI, INCHIOSTRI DA STAMPA E ADESIVI SINTETICI (MASTICI)
C;2030;Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici)
C;20300;Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici)
C;203000;Fabbricazione di pitture, vernici e smalti, inchiostri da stampa e adesivi sintetici (mastici)
C;204;FABBRICAZIONE DI SAPONI E DETERGENTI, DI PRODOTTI PER LA PULIZIA E LA LUCIDATURA, DI PROFUMI E COSMETICI
C;2041;Fabbricazione di saponi e detergenti, di prodotti per la pulizia e la lucidatura
C;20411;Fabbricazione di saponi, detergenti e di agenti organici tensioattivi (esclusi i prodotti per toletta)
C;204110;Fabbricazione di saponi, detergenti e di agenti organici tensioattivi (esclusi i prodotti per toletta)
C;20412;Fabbricazione di specialità chimiche per uso domestico e per manutenzione
C;204120;Fabbricazione di specialità chimiche per uso domestico e per manutenzione
C;2042;Fabbricazione di profumi e cosmetici
C;20420;Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili
C;204200;Fabbricazione di prodotti per toletta: profumi, cosmetici, saponi e simili
C;205;FABBRICAZIONE DI ALTRI PRODOTTI CHIMICI
C;2051;Fabbricazione di esplosivi
C;20510;Fabbricazione di esplosivi
C;205101;Fabbricazione di fiammiferi
C;205102;Fabbricazione di articoli esplosivi
C;2052;Fabbricazione di colle
C;20520;Fabbricazione di colle
C;205200;Fabbricazione di colle
C;2053;Fabbricazione di oli essenziali
C;20530;Fabbricazione di oli essenziali
C;205300;Fabbricazione di oli essenziali
C;2059;Fabbricazione di prodotti chimici nca
C;20591;Fabbricazione di prodotti chimici per uso fotografico
C;205910;Fabbricazione di prodotti chimici per uso fotografico
C;20592;Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali
C;205920;Fabbricazione di prodotti chimici organici ottenuti da prodotti di base derivati da processi di fermentazione o da materie prime vegetali
C;20593;Trattamento chimico degli acidi grassi
C;205930;Trattamento chimico degli acidi grassi
C;20594;Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo)
C;205940;Fabbricazione di prodotti chimici vari per uso industriale (inclusi i preparati antidetonanti e antigelo)
C;20595;Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale
C;205950;Fabbricazione di prodotti chimici impiegati per ufficio e per il consumo non industriale
C;20596;Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio
C;205960;Fabbricazione di prodotti ausiliari per le industrie tessili e del cuoio
C;20597;Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici
C;205970;Fabbricazione di prodotti elettrochimici (esclusa produzione di cloro, soda e potassa) ed elettrotermici
C;20599;Fabbricazione di altri prodotti chimici nca
C;205990;Fabbricazione di altri prodotti chimici nca
C;206;FABBRICAZIONE DI FIBRE SINTETICHE E ARTIFICIALI
C;2060;Fabbricazione di fibre sintetiche e artificiali
C;20600;Fabbricazione di fibre sintetiche e artificiali
C;206000;Fabbricazione di fibre sintetiche e artificiali
C;21;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE E DI PREPARATI FARMACEUTICI
C;211;FABBRICAZIONE DI PRODOTTI FARMACEUTICI DI BASE
C;2110;Fabbricazione di prodotti farmaceutici di base
C;21100;Fabbricazione di prodotti farmaceutici di base
C;211000;Fabbricazione di prodotti farmaceutici di base
C;212;FABBRICAZIONE DI MEDICINALI E PREPARATI FARMACEUTICI
C;2120;Fabbricazione di medicinali e preparati farmaceutici
C;21200;Fabbricazione di medicinali e preparati farmaceutici
C;212001;Fabbricazione di sostanze diagnostiche radioattive in vivo
C;212009;Fabbricazione di medicinali ed altri preparati farmaceutici
C;22;FABBRICAZIONE DI ARTICOLI IN GOMMA E MATERIE PLASTICHE
C;221;FABBRICAZIONE DI ARTICOLI IN GOMMA
C;2211;"Fabbricazione di pneumatici e camere d'aria; rigenerazione e ricostruzione di pneumatici"
C;22111;Fabbricazione di pneumatici e di camere d'aria
C;221110;Fabbricazione di pneumatici e di camere d'aria
C;22112;Rigenerazione e ricostruzione di pneumatici
C;221120;Rigenerazione e ricostruzione di pneumatici
C;2219;Fabbricazione di altri prodotti in gomma
C;22190;Fabbricazione di altri prodotti in gomma
C;221901;Fabbricazione di suole di gomma e altre parti in gomma per calzature
C;221909;Fabbricazione di altri prodotti in gomma nca
C;222;FABBRICAZIONE DI ARTICOLI IN MATERIE PLASTICHE
C;2221;Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche
C;22210;Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche
C;222100;Fabbricazione di lastre, fogli, tubi e profilati in materie plastiche
C;2222;Fabbricazione di imballaggi in materie plastiche
C;22220;Fabbricazione di imballaggi in materie plastiche
C;222200;Fabbricazione di imballaggi in materie plastiche
C;2223;Fabbricazione di articoli in plastica per l'edilizia
C;22230;Fabbricazione di articoli in plastica per l'edilizia
C;222301;Fabbricazione di rivestimenti elastici per pavimenti (vinile, linoleum eccetera)
C;222302;Fabbricazione di porte, finestre, intelaiature eccetera in plastica per l'edilizia
C;222309;Fabbricazione di altri articoli in plastica per l'edilizia
C;2229;Fabbricazione di altri articoli in materie plastiche
C;22290;Fabbricazione di altri articoli in materie plastiche
C;222901;Fabbricazione di parti in plastica per calzature
C;222902;Fabbricazione di oggetti per l'ufficio e la scuola in plastica
C;222909;Fabbricazione di altri articoli in materie plastiche nca
C;23;FABBRICAZIONE DI ALTRI PRODOTTI DELLA LAVORAZIONE DI MINERALI NON METALLIFERI
C;231;FABBRICAZIONE DI VETRO E DI PRODOTTI IN VETRO
C;2311;Fabbricazione di vetro piano
C;23110;Fabbricazione di vetro piano
C;231100;Fabbricazione di vetro piano
C;2312;Lavorazione e trasformazione del vetro piano
C;23120;Lavorazione e trasformazione del vetro piano
C;231200;Lavorazione e trasformazione del vetro piano
C;2313;Fabbricazione di vetro cavo
C;23130;Fabbricazione di vetro cavo
C;231300;Fabbricazione di vetro cavo
C;2314;Fabbricazione di fibre di vetro
C;23140;Fabbricazione di fibre di vetro
C;231400;Fabbricazione di fibre di vetro
C;2319;Fabbricazione e lavorazione di altro vetro (incluso vetro per usi tecnici), lavorazione di vetro cavo
C;23191;Fabbricazione di vetrerie per laboratori, per uso igienico, per farmacia
C;231910;Fabbricazione di vetrerie per laboratori, per uso igienico, per farmacia
C;23192;Lavorazione di vetro a mano e a soffio artistico
C;231920;Lavorazione di vetro a mano e a soffio artistico
C;23199;Fabbricazione di altri prodotti in vetro (inclusa la vetreria tecnica)
C;231990;Fabbricazione di altri prodotti in vetro (inclusa la vetreria tecnica)
C;232;FABBRICAZIONE DI PRODOTTI REFRATTARI
C;2320;Fabbricazione di prodotti refrattari
C;23200;Fabbricazione di prodotti refrattari
C;232000;Fabbricazione di prodotti refrattari
C;233;FABBRICAZIONE DI MATERIALI DA COSTRUZIONE IN TERRACOTTA
C;2331;Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti 
C;23310;Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti
C;233100;Fabbricazione di piastrelle in ceramica per pavimenti e rivestimenti
C;2332;Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta
C;23320;Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta
C;233200;Fabbricazione di mattoni, tegole ed altri prodotti per l'edilizia in terracotta
C;234;FABBRICAZIONE DI ALTRI PRODOTTI IN PORCELLANA E IN CERAMICA
C;2341;Fabbricazione di prodotti in ceramica per usi domestici e ornamentali
C;23410;Fabbricazione di prodotti in ceramica per usi domestici e ornamentali
C;234100;Fabbricazione di prodotti in ceramica per usi domestici e ornamentali
C;2342;Fabbricazione di articoli sanitari in ceramica
C;23420;Fabbricazione di articoli sanitari in ceramica
C;234200;Fabbricazione di articoli sanitari in ceramica
C;2343;Fabbricazione di isolatori e di pezzi isolanti in ceramica
C;23430;Fabbricazione di isolatori e di pezzi isolanti in ceramica
C;234300;Fabbricazione di isolatori e di pezzi isolanti in ceramica
C;2344;Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale
C;23440;Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale
C;234400;Fabbricazione di altri prodotti in ceramica per uso tecnico e industriale
C;2349;Fabbricazione di altri prodotti in ceramica
C;23490;Fabbricazione di altri prodotti in ceramica
C;234900;Fabbricazione di altri prodotti in ceramica
C;235;PRODUZIONE DI CEMENTO, CALCE E GESSO
C;2351;Produzione di cemento
C;23510;Produzione di cemento
C;235100;Produzione di cemento
C;2352;Produzione di calce e gesso
C;23521;Produzione di calce
C;235210;Produzione di calce
C;23522;Produzione di gesso
C;235220;Produzione di gesso
C;236;FABBRICAZIONE DI PRODOTTI IN CALCESTRUZZO, CEMENTO E GESSO
C;2361;Fabbricazione di prodotti in calcestruzzo per l'edilizia
C;23610;Fabbricazione di prodotti in calcestruzzo per l'edilizia
C;236100;Fabbricazione di prodotti in calcestruzzo per l'edilizia
C;2362;Fabbricazione di prodotti in gesso per l'edilizia
C;23620;Fabbricazione di prodotti in gesso per l'edilizia
C;236200;Fabbricazione di prodotti in gesso per l'edilizia
C;2363;Produzione di calcestruzzo pronto per l'uso
C;23630;Produzione di calcestruzzo pronto per l'uso
C;236300;Produzione di calcestruzzo pronto per l'uso
C;2364;Produzione di malta
C;23640;Produzione di malta
C;236400;Produzione di malta
C;2365;Fabbricazione di prodotti in fibrocemento
C;23650;Fabbricazione di prodotti in fibrocemento
C;236500;Fabbricazione di prodotti in fibrocemento
C;2369;Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento
C;23690;Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento
C;236900;Fabbricazione di altri prodotti in calcestruzzo, gesso e cemento
C;237;TAGLIO, MODELLATURA E FINITURA DI PIETRE
C;2370;Taglio, modellatura e finitura di pietre
C;23701;Segagione e lavorazione delle pietre e del marmo
C;237010;Segagione e lavorazione delle pietre e del marmo
C;23702;Lavorazione artistica del marmo e di altre pietre affini, lavori in mosaico
C;237020;Lavorazione artistica del marmo e di altre pietre affini, lavori in mosaico
C;23703;Frantumazione di pietre e minerali vari non in connessione con l'estrazione
C;237030;Frantumazione di pietre e minerali vari non in connessione con l'estrazione
C;239;FABBRICAZIONE DI PRODOTTI ABRASIVI E DI PRODOTTI IN MINERALI NON METALLIFERI NCA
C;2391;Produzione di prodotti abrasivi
C;23910;Produzione di prodotti abrasivi
C;239100;Produzione di prodotti abrasivi
C;2399;Fabbricazione di altri prodotti in minerali non metalliferi nca
C;23990;Fabbricazione di altri prodotti in minerali non metalliferi nca
C;239900;Fabbricazione di altri prodotti in minerali non metalliferi nca
C;24;METALLURGIA
C;241;SIDERURGIA
C;2410;Siderurgia
C;24100;Siderurgia - Fabbricazione di ferro, acciaio e ferroleghe
C;241000;Siderurgia - Fabbricazione di ferro, acciaio e ferroleghe
C;242;FABBRICAZIONE DI TUBI, CONDOTTI, PROFILATI CAVI E RELATIVI ACCESSORI IN ACCIAIO (ESCLUSI QUELLI IN ACCIAIO COLATO)
C;2420;Fabbricazione di tubi, condotti, profilati cavi e relativi accessori in acciaio (esclusi quelli in acciaio colato)
C;24201;Fabbricazione di tubi e condotti senza saldatura
C;242010;Fabbricazione di tubi e condotti senza saldatura
C;24202;Fabbricazione di tubi e condotti saldati e simili
C;242020;Fabbricazione di tubi e condotti saldati e simili
C;243;FABBRICAZIONE DI ALTRI PRODOTTI DELLA PRIMA TRASFORMAZIONE DELL'ACCIAIO
